ppm,spectrum
0.700026,0
0.70024,0
0.700667,0
0.700881,0
0.701095,0
0.701522,0
0.701735,0
0.701949,0
0.702376,0
0.70259,0
0.702804,0
0.703231,0
0.703444,0
0.703658,0
0.704085,0
0.704299,0
0.704513,0
0.70494,0
0.705153,0
0.705367,0
0.705794,0
0.706008,0
0.706222,0
0.706649,0
0.706862,0
0.707076,0
0.70729,0
0.707717,0
0.707931,0
0.708144,0
0.708571,0
0.708785,0
0.708999,0
0.709426,0
0.70964,0
0.709853,0
0.710281,0
0.710494,0
0.710708,0
0.711135,0
0.711349,0
0.711562,0
0.71199,0
0.712203,0
0.712417,0
0.712844,0
0.713058,0
0.713271,0
0.713699,0
0.713912,0
0.714126,0
0.714553,0
0.714767,0
0.71498,0
0.715408,0
0.715621,0
0.715835,0
0.716262,0
0.716476,0
0.716689,0
0.717117,0
0.71733,0
0.717544,0
0.717971,0
0.718185,0
0.718398,0
0.718826,0
0.719039,0
0.719253,0
0.71968,0
0.719894,0
0.720107,0
0.720321,0
0.720748,0
0.720962,0
0.721175,0
0.721603,0
0.721816,0
0.72203,0
0.722457,0
0.722671,0
0.722885,0
0.723312,0
0.723525,0
0.723739,0
0.724166,0
0.72438,0
0.724594,0
0.725021,0
0.725234,0
0.725448,0
0.725875,0
0.726089,0
0.726303,0
0.72673,0
0.726943,0
0.727157,0
0.727584,0
0.727798,0
0.728012,0
0.728439,0
0.728652,0
0.728866,0
0.729293,0
0.729507,0
0.729721,0
0.730148,0
0.730361,0
0.730575,0
0.731002,0
0.731216,0
0.73143,0
0.731857,0
0.73207,0
0.732284,0
0.732711,0
0.732925,0
0.733139,0
0.733566,0
0.73378,0
0.733993,0
0.734207,0
0.734634,0
0.734848,0
0.735061,0
0.735489,0
0.735702,0
0.735916,0
0.736343,0
0.736557,0
0.73677,0
0.737198,0
0.737411,0
0.737625,0
0.738052,0
0.738266,0
0.738479,0
0.738907,0
0.73912,0
0.739334,0
0.739761,0
0.739975,0
0.740188,0
0.740616,0
0.740829,0
0.741043,0
0.74147,0
0.741684,0
0.741897,0
0.742325,0
0.742538,0
0.742752,0
0.743179,0
0.743393,0
0.743606,0
