ppm,spectrum
0.7001,0
0.700466,0
0.700649,0
0.701015,0
0.701198,0
0.701564,0
0.701747,0.010999111
0.702114,0.010999111
0.702297,0.010999111
0.702663,0
0.702846,0
0.703212,0
0.703578,0
0.703761,0
0.704127,0
0.704311,0
0.704677,0
0.70486,0
0.705226,0
0.705409,0
0.705775,0
0.705958,0
0.706324,0
0.706691,0
0.706874,0
0.70724,0
0.707423,0
0.707789,0
0.707972,0
0.708338,0
0.708521,0
0.708888,0.010999111
0.709254,0.010999111
0.709437,0.010999111
0.709803,0.010999111
0.709986,0.010999111
0.710352,6.42E-13
0.710535,0
0.710901,0.010999111
0.711085,0.010999111
0.711451,0.010999111
0.711634,6.42E-13
0.712,0
0.712366,0
0.712549,0
0.712915,0
0.713098,0
0.713465,0
0.713648,0
0.714014,0.010999111
0.714197,0.010999111
0.714563,7.21E-13
0.714746,0
0.715112,7.21E-13
0.715478,0
0.715662,0
0.716028,0
0.716211,0
0.716577,0
0.71676,0
0.717126,0
0.717309,0
0.717675,0
0.717859,0
0.718225,0
0.718591,0
0.718774,0
0.71914,0
0.719323,0
0.719689,0
0.719872,0
0.720239,0
0.720422,0
0.720788,0.010999111
0.721154,0.010999111
0.721337,8.00E-13
0.721703,0
0.721886,0
0.722252,0.010999111
0.722436,0.010999111
0.722802,0.010999111
0.722985,0.010999111
0.723351,0.010999111
0.723534,0.010999111
0.7239,0.010999111
0.724266,0.010999111
0.724449,0.010999111
0.724816,0.010999111
0.724999,0.010999111
0.725365,0.010999111
0.725548,0.010999111
0.725914,0
0.726097,0
0.726463,0.010999111
0.726646,0.010999111
0.727013,0
0.727379,0
0.727562,0
0.727928,0
0.728111,0
0.728477,0
0.72866,0
0.729026,0
0.729209,0
0.729576,0
0.729759,0
0.730125,0
0.730491,0
0.730674,0
0.73104,0
0.731223,0
0.73159,0
0.731773,0
0.732139,0
0.732322,0
0.732688,0
0.733054,0
0.733237,0
0.733603,0
0.733787,0
0.734153,0
0.734336,0
0.734702,0
0.734885,0
0.735251,0.010999111
0.735434,0.010999111
0.7358,0
0.736167,0.010999111
0.73635,0.010999111
0.736716,1.04E-12
0.736899,0
0.737265,0
0.737448,0
0.737814,0.010999111
0.737997,0.010999111
0.738364,0.010999111
0.738547,0.010999111
0.738913,0
0.739279,0
0.739462,0
0.739828,0.010999111
0.740011,1.12E-12
0.740377,0
0.74056,0
0.740927,0.010999111
0.74111,0.010999111
0.741476,0
0.741659,0
0.742025,0
0.742391,0.010999111
0.742574,0.010999111
0.742941,0
0.743124,0
0.74349,0
0.743673,0
0.744039,0
0.744222,0
0.744588,0
0.744954,0
0.745137,0
0.745504,0
0.745687,0
0.746053,0.010999111
0.746236,0.010999111
0.746602,0.010999111
0.746785,1.28E-12
0.747151,0
0.747334,0
0.747701,0
0.748067,0
0.74825,0
0.748616,0
0.748799,0
0.749165,0
0.749348,0
0.749715,0
0.749898,0
0.750264,0
0.750447,0
0.750813,0
0.751179,0
0.751362,0
0.751728,0
0.751911,0
0.752278,0
0.752461,0
0.752827,0
0.75301,0
0.753376,0
0.753559,0
0.753925,0
0.754292,0
0.754475,0
0.754841,0
0.755024,0
0.75539,0
0.755573,0
0.755939,0
0.756122,0
0.756488,0.010999111
0.756855,0.010999111
0.757038,0.010999111
0.757404,0.010999111
0.757587,0.010999111
0.757953,0.010999111
0.758136,0.010999111
0.758502,0.010999111
0.758685,0.010999111
0.759052,0
0.759235,0
0.759601,0
0.759967,0
0.76015,0
0.760516,0
0.760699,0
0.761065,0
0.761249,0
0.761615,0
0.761798,0
0.762164,0.010999111
0.762347,0.010999111
0.762713,1.52E-12
0.763079,0.010999111
0.763262,0.010999111
0.763629,0
0.763812,0
0.764178,0
0.764361,0
0.764727,0
0.76491,0
0.765276,0.021998222
0.765459,0.021998222
0.765826,0.010999111
0.766192,0
0.766375,0
0.766741,0
0.766924,0
0.76729,0
0.767473,0
0.767839,0
0.768023,0
0.768389,0
0.768755,0
0.768938,0
0.769304,0
0.769487,0
0.769853,0
0.770036,0
0.770403,0
0.770586,0
0.770952,0
0.771135,0
0.771501,0
0.771867,0
0.77205,0
0.772416,0
0.7726,0
0.772966,0
0.773149,0
0.773515,0
0.773698,0
0.774064,0
0.774247,0
0.774613,0
0.77498,0
0.775163,0
0.775529,0
0.775712,0
0.776078,0
0.776261,0
0.776627,0.010999111
0.77681,0.010999111
0.777177,1.76E-12
0.77736,0.010999111
0.777726,0.010999111
0.778092,1.76E-12
0.778275,0
0.778641,0
0.778824,0
0.77919,0
0.779374,0
0.77974,0
0.779923,0
0.780289,0
0.780655,0
0.780838,0
0.781204,0.021998222
0.781387,0.021998222
0.781754,0.021998222
0.781937,0.010999111
0.782303,0.010999111
0.782486,0.010999111
0.782852,0.010999111
0.783035,1.84E-12
0.783401,0
0.783767,0
0.783951,0
0.784317,0
0.7845,0
0.784866,0
0.785049,0
0.785415,0.010999111
0.785598,0.010999111
0.785964,0
0.786148,0
0.786514,0
0.78688,0
0.787063,0
0.787429,0
0.787612,0
0.787978,0
0.788161,0
0.788528,0
0.788711,0
0.789077,0
0.78926,0.010999111
0.789626,0.010999111
0.789992,1.92E-12
0.790175,0
0.790541,0
0.790725,0.010999111
0.791091,2.00E-12
0.791274,0
0.79164,0
0.791823,0
0.792189,0
0.792555,0
0.792738,0
0.793105,0
0.793288,0
0.793654,2.08E-12
0.793837,0
0.794203,0
0.794386,0
0.794752,0
0.794935,0.010999111
0.795302,0.010999111
0.795668,2.08E-12
0.795851,0
0.796217,0
0.7964,0
0.796766,0.010999111
0.796949,2.08E-12
0.797315,0
0.797499,0
0.797865,0
0.798048,0.010999111
0.798414,0
0.79878,0
0.798963,0
0.799329,0
0.799512,0.010999111
0.799879,0
0.800062,0
0.800428,0
0.800611,0
0.800977,0
0.80116,0
0.801526,0
0.801892,0
0.802076,0
0.802442,0
0.802625,0
0.802991,0
0.803174,0.010999111
0.80354,0.010999111
0.803723,0.010999111
0.804089,2.24E-12
0.804456,0
0.804639,0
0.805005,0.010999111
0.805188,2.24E-12
0.805554,0
0.805737,0
0.806103,0
0.806286,0
0.806653,0
0.806836,0
0.807202,0.010999111
0.807568,0.021998222
0.807751,0.010999111
0.808117,0
0.8083,0
0.808666,0
0.808849,0
0.809216,0
0.809399,0
0.809765,0
0.809948,0
0.810314,2.32E-12
0.81068,0
0.810863,0
0.81123,0
0.811413,0
0.811779,0.010999111
0.811962,0.010999111
0.812328,2.32E-12
0.812511,0
0.812877,0
0.81306,0
0.813427,0
0.813793,0
0.813976,0
0.814342,0
0.814525,0
0.814891,0
0.815074,0
0.81544,0
0.815623,0
0.81599,0.010999111
0.816356,0
0.816539,0
0.816905,0
0.817088,0
0.817454,0
0.817637,0
0.818004,0
0.818187,0
0.818553,0
0.818736,0
0.819102,0
0.819468,0
0.819651,0.010999111
0.820017,0.021998222
0.8202,0.021998222
0.820567,0.010999111
0.82075,0.010999111
0.821116,0.010999111
0.821299,2.48E-12
0.821665,0.010999111
0.821848,0.010999111
0.822214,0.010999111
0.822581,0.010999111
0.822764,2.56E-12
0.82313,0
0.823313,0
0.823679,0
0.823862,0
0.824228,0
0.824411,0
0.824777,0
0.824961,0
0.825327,0
0.825693,0
0.825876,0
0.826242,0
0.826425,0
0.826791,0
0.826974,0
0.827341,0
0.827524,0
0.82789,0
0.828256,0
0.828439,0
0.828805,0
0.828988,0
0.829355,0
0.829538,0
0.829904,0
0.830087,0
0.830453,0
0.830636,0
0.831002,0
0.831368,0
0.831551,0
0.831918,0
0.832101,0
0.832467,0.010999111
