ppm_norm,ile.7
1.056284153,0.391459298
1.0565,0.361396237
1.05688,0.360738131
1.05726,0.344416493
1.057383656,0.329124392
1.05764,0.313244342
1.05802,0.312123316
1.05841,0.302319508
1.05848316,0.297663953
1.05879,0.290498707
1.05917,0.2887414
1.05955,0.278384664
1.059582663,0.272723215
1.05993,0.269108935
1.06031,0.267547775
1.060682167,0.259632789
1.0607,0.253709097
1.06108,0.252655764
1.06146,0.251852479
1.06178167,0.252014343
1.06184,0.254108945
1.06222,0.255138369
1.0626,0.256334041
1.062881174,0.254865979
1.06299,0.252002213
1.06337,0.252448842
1.06375,0.253348982
1.063980678,0.259505222
1.06413,0.269752795
1.06451,0.27322944
1.06489,0.285072919
1.065080181,0.302831865
1.06528,0.320039975
1.06566,0.321869879
1.06604,0.33911725
1.066179685,0.359011787
1.06642,0.370681401
1.0668,0.370784722
1.06718,0.370356433
1.067279188,0.361045743
1.06757,0.345274994
1.06795,0.342788241
1.06833,0.316424193
1.068378692,0.29126471
1.06871,0.276700509
1.06909,0.271987511
1.06947,0.252786016
1.069478195,0.234296385
1.06986,0.227722237
1.07024,0.223929192
1.070577699,0.21780683
1.07062,0.208664277
1.071,0.20589666
1.07138,0.203339939
1.071677202,0.206393591
1.07176,0.205230016
1.07215,0.200816262
1.07253,0.194317424
1.072776706,0.187500766
1.07291,0.190357421
1.07329,0.190634161
1.07367,0.191331528
1.07387621,0.186934035
1.07405,0.184681334
1.07444,0.18463915
1.07482,0.184440003
1.074975713,0.183268063
1.0752,0.185535403
1.07558,0.185748747
1.07596,0.189944607
1.076075217,0.187819473
1.07634,0.182925203
1.07673,0.182633158
1.07711,0.185018445
1.07717472,0.19024784
1.07749,0.188483403
1.07787,0.188076697
1.07825,0.184281068
1.078274224,0.187603237
1.07863,0.190942508
1.07902,0.192319856
1.079373727,0.193142138
1.0794,0.197212977
1.07978,0.203864405
1.08016,0.208741235
1.080473231,0.221245274
1.08054,0.230257751
1.08092,0.233655227
1.0813,0.237451672
1.081572734,0.242865934
1.08169,0.24417757
1.08207,0.242782083
1.08245,0.240088327
1.082672238,0.230390755
1.08283,0.217625309
1.08321,0.215045101
1.08359,0.206718154
1.083771742,0.199129404
1.08398,0.19279959
1.08436,0.192256818
1.08474,0.187657191
1.084871245,0.183680041
1.08512,0.17830133
1.0855,0.178296625
1.08588,0.172776231
1.085970749,0.172569615
1.08627,0.176904259
1.08665,0.177533839
1.08703,0.182445363
1.087070252,0.185939852
1.08741,0.187449714
1.08779,0.187913161
1.088169756,0.18534719
1.08817,0.179776502
1.08856,0.177749808
1.08894,0.17662707
1.089269259,0.173065661
1.08932,0.163317898
1.0897,0.158346441
1.09008,0.15392774
1.090368763,0.15366006
1.09046,0.15572873
1.09085,0.153520085
1.09123,0.150391845
1.091468266,0.143423779
1.09161,0.143916898
1.09199,0.14502992
1.09237,0.147706254
1.09256777,0.14690112
1.09275,0.142650433
1.09314,0.142205334
1.09352,0.140233777
1.093667274,0.141396516
1.0939,0.143472715
1.09428,0.143364665
1.09466,0.141610242
1.094766777,0.135754725
1.09504,0.133531827
1.09543,0.133422975
1.09581,0.137235753
1.095866281,0.138168871
1.09619,0.132950079
1.09657,0.131822327
1.09695,0.127432362
1.096965784,0.130053124
1.09733,0.131073602
1.09772,0.131475179
1.098065288,0.12762434
1.0981,0.12576354
1.09848,0.127551363
1.09886,0.128811337
1.099164791,0.130916395
1.09924,0.13042495
1.09962,0.130908882
1.10001,0.131429171
1.100264295,0.134176663
1.10039,0.136400923
1.10077,0.137816408
1.10115,0.140434956
1.101363799,0.150160552
1.10153,0.164311245
1.10191,0.167537876
1.1023,0.177417565
1.102463302,0.185254756
1.10268,0.187832857
1.10306,0.187742196
1.10344,0.187045708
1.103562806,0.182070192
